Date,VTI,VEA,VWO,AGG,TIP,GLD,IYR
2019-12-06,160.2899932861328,43.31999969482422,42.650001525878906,112.5199966430664,116.5,137.6199951171875,92.9800033569336
2019-12-09,159.77999877929688,43.09000015258789,42.4900016784668,112.58000183105467,116.52999877929688,137.5800018310547,93.16999816894533
2019-12-10,159.63999938964844,43.130001068115234,42.58000183105469,112.54000091552734,116.5,137.97000122070312,92.61000061035156
2019-12-11,160.02000427246094,43.369998931884766,43.150001525878906,112.83999633789062,116.91000366210938,138.9199981689453,91.70999908447266
2019-12-12,161.3300018310547,43.709999084472656,43.7400016784668,112.36000061035156,116.33999633789062,138.42999267578125,90.51000213623048
2019-12-13,161.3300018310547,43.959999084472656,43.68999862670898,112.80999755859376,116.80999755859376,139.0500030517578,90.5999984741211
2019-12-16,162.50999450683594,44.400001525878906,44.060001373291016,112.58000183105467,116.54000091552734,139.0399932861328,90.29000091552734
2019-12-17,162.57000732421875,44.2400016784668,44.38999938964844,112.58999633789062,116.6999969482422,139.00999450683594,89.5199966430664
2019-12-18,162.63999938964844,44.130001068115234,44.630001068115234,112.37000274658205,116.56999969482422,139.02000427246094,90.68000030517578
2019-12-19,163.35000610351562,44.16999816894531,44.65999984741211,112.3000030517578,116.6500015258789,139.3800048828125,91.43000030517578
2019-12-20,164.19000244140625,44.2400016784668,44.70000076293945,112.31999969482422,116.58999633789062,139.52000427246094,92.0
2019-12-23,164.2899932861328,43.86000061035156,44.220001220703125,112.23999786376952,116.38999938964844,139.9499969482422,91.4800033569336
2019-12-24,163.44000244140625,43.81999969482422,44.18000030517578,112.37999725341795,116.52999877929688,141.27000427246094,91.7300033569336
2019-12-26,164.22999572753906,44.02000045776367,44.54999923706055,112.4800033569336,116.61000061035156,142.3800048828125,92.22000122070312
2019-12-27,164.0800018310547,44.13999938964844,44.61000061035156,112.62999725341795,116.6500015258789,142.3300018310547,92.47000122070312
2019-12-30,163.19000244140625,43.81999969482422,44.36000061035156,112.62999725341795,116.69000244140624,142.6300048828125,92.54000091552734
2019-12-31,163.6199951171875,44.060001373291016,44.470001220703125,112.37000274658205,116.56999969482422,142.89999389648438,93.08000183105467
2020-01-02,164.97999572753906,44.41999816894531,45.52999877929688,112.68000030517578,117.13999938964844,143.9499969482422,92.0500030517578
2020-01-03,163.92999267578125,43.880001068115234,44.720001220703125,113.01000213623048,117.68000030517578,145.86000061035156,92.70999908447266
